id,name,popularity,duration_ms,explicit,artists,id_artists,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
5u6vkDnOyaf8LsteDAj2ub,Ghostface Killers,72,268933,1,"['21 Savage', 'Offset', 'Metro Boomin', 'Travis Scott']","['1URnnhqYAYcrqrcwql10ft', '4DdkRBBYG6Yk9Ka8tdJ9BW', '0iEtIxbK0KxaSlF7G42ZOp', '0Y5tJX1MQlPlqiwlOH1tJY']",2017-10-30,0.782,0.436,2,-7.033,1,0.155,0.331,1.3e-05,0.342,0.243,82.994,4
3YeJXuRSNS5FYwOsDu44kD,Dark Knight Dummo (Feat. Travis Scott),70,256163,1,"['Trippie Redd', 'Travis Scott']","['6Xgp2XMz1fhVYe7i6yNAax', '0Y5tJX1MQlPlqiwlOH1tJY']",2017-12-05,0.28,0.821,8,-2.864,0,0.111,0.167,0.0,0.139,0.254,181.444,3
2xLMifQCjDGFmkHkpNLD9h,SICKO MODE,87,312820,1,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],2018-08-03,0.834,0.73,8,-3.714,1,0.222,0.00513,0.0,0.124,0.446,155.008,4
2cYqizR4lgvp4Qu6IQ3qGN,BUTTERFLY EFFECT,81,190557,0,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],2018-08-03,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,4
0FZ4Dmg8jJJAPJnvBIzD9z,ZEZE (feat. Travis Scott & Offset),80,228760,1,"['Kodak Black', 'Offset', 'Travis Scott']","['46SHBwWsqBkxI7EeeBEQG7', '4DdkRBBYG6Yk9Ka8tdJ9BW', '0Y5tJX1MQlPlqiwlOH1tJY']",2018-12-14,0.861,0.603,8,-5.788,0,0.176,0.0521,0.0,0.0924,0.504,98.043,4
7wBJfHzpfI3032CSD7CE2m,STARGAZING,79,270715,1,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],2018-08-03,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,4
27a1mYSG5tYg7dmEjWBcmL,CAN'T SAY,78,198408,1,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],2018-08-03,0.702,0.708,10,-5.366,0,0.0547,0.201,0.0,0.118,0.713,147.98,4
7lAK3oHbfEnvUQWosrMMpR,YOSEMITE,77,150043,1,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],2018-08-03,0.785,0.554,0,-6.571,1,0.0409,0.283,3.4e-06,0.116,0.144,128.047,4
6OaVWaGfhXn70ZJfdVcabn,NO BYSTANDERS,75,218284,1,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],2018-08-03,0.731,0.811,1,-3.225,1,0.0712,0.0204,0.0,0.411,0.426,147.045,4
4MXhiYIRDMGAuvZc5IFTwC,ASTROTHUNDER,74,142969,1,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],2018-08-03,0.7,0.46,4,-8.111,0,0.0661,0.142,4.81e-05,0.111,0.286,151.901,4
6nO3tr47nr2P7f3hXb8JIo,Champion (feat. Travis Scott),74,195053,1,"['NAV', 'Travis Scott']","['7rkW85dBwwrJtlHRDkJDAC', '0Y5tJX1MQlPlqiwlOH1tJY']",2018-05-18,0.642,0.782,5,-3.395,0,0.0477,0.381,0.0,0.108,0.396,162.005,4
20MuVazoNMv6xjKPnRFOxG,WAKE UP,74,231964,1,['Travis Scott'],['0Y5tJX1MQlPlqiwlOH1tJY'],2018-08-03,0.741,0.645,11,-5.116,0,0.0963,0.192,0.0,0.163,0.488,149.07,4
